Complaint ID,Complaint Text,Category
CMP02385,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP02386,Unauthorized withdrawals from my savings account.,Technical Issue
CMP02387,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP02388,The interest rate applied to my loan is incorrect.,Technical Issue
CMP02389,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP02390,The interest rate applied to my loan is incorrect.,Fraud
CMP02391,Unauthorized withdrawals from my savings account.,Fraud
CMP02392,Loan approval is delayed despite submitting all required documents.,Fraud
CMP02393,Loan approval is delayed despite submitting all required documents.,Fraud
CMP02394,My debit card was blocked without notification.,Technical Issue
CMP02395,Unauthorized withdrawals from my savings account.,Loan Issue
CMP02396,Loan approval is delayed despite submitting all required documents.,Fraud
CMP02397,My credit card application was rejected without any reason.,Loan Issue
CMP02398,Haven't received my refund after 30 days of waiting.,Billing Error
CMP02399,Haven't received my refund after 30 days of waiting.,Loan Issue
CMP02400,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP02401,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP02402,My debit card was blocked without notification.,Account Issue
CMP02403,Unauthorized withdrawals from my savings account.,Account Issue
CMP02404,My debit card was blocked without notification.,Loan Issue
CMP02405,The system keeps showing an error when I try to make a payment.,Account Issue
CMP02406,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP02407,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP02408,My credit card application was rejected without any reason.,Technical Issue
CMP02409,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP02410,The interest rate applied to my loan is incorrect.,Account Issue
CMP02411,The interest rate applied to my loan is incorrect.,Account Issue
CMP02412,My credit card application was rejected without any reason.,Account Issue
CMP02413,My debit card was blocked without notification.,Technical Issue
CMP02414,The interest rate applied to my loan is incorrect.,Loan Issue
CMP02415,The interest rate applied to my loan is incorrect.,Account Issue
CMP02416,My credit card application was rejected without any reason.,Account Issue
CMP02417,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP02418,The system keeps showing an error when I try to make a payment.,Billing Error
CMP02419,The interest rate applied to my loan is incorrect.,Billing Error
CMP02420,Unauthorized withdrawals from my savings account.,Fraud
CMP02421,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP02422,Haven't received my refund after 30 days of waiting.,Fraud
CMP02423,Unauthorized withdrawals from my savings account.,Account Issue
CMP02424,The interest rate applied to my loan is incorrect.,Loan Issue
CMP02425,My debit card was blocked without notification.,Technical Issue
CMP02426,The system keeps showing an error when I try to make a payment.,Billing Error
CMP02427,Loan approval is delayed despite submitting all required documents.,Fraud
CMP02428,Unauthorized withdrawals from my savings account.,Fraud
CMP02429,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP02430,My debit card was blocked without notification.,Account Issue
CMP02431,I was charged twice for the same transaction.,Billing Error
CMP02432,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP02433,My credit card application was rejected without any reason.,Fraud
CMP02434,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP02435,The interest rate applied to my loan is incorrect.,Technical Issue
CMP02436,Unauthorized withdrawals from my savings account.,Technical Issue
CMP02437,I was charged twice for the same transaction.,Technical Issue
CMP02438,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP02439,The interest rate applied to my loan is incorrect.,Technical Issue
CMP02440,Haven't received my refund after 30 days of waiting.,Billing Error
CMP02441,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP02442,The system keeps showing an error when I try to make a payment.,Account Issue
CMP02443,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP02444,Unauthorized withdrawals from my savings account.,Loan Issue
CMP02445,Unauthorized withdrawals from my savings account.,Billing Error
CMP02446,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP02447,Unauthorized withdrawals from my savings account.,Fraud
CMP02448,Haven't received my refund after 30 days of waiting.,Technical Issue
CMP02449,Haven't received my refund after 30 days of waiting.,Billing Error
CMP02450,Suspicious transactions appeared on my credit card statement.,Fraud
CMP02451,I was charged twice for the same transaction.,Account Issue
CMP02452,Unauthorized withdrawals from my savings account.,Technical Issue
CMP02453,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP02454,The system keeps showing an error when I try to make a payment.,Account Issue
CMP02455,Haven't received my refund after 30 days of waiting.,Billing Error
CMP02456,My credit card application was rejected without any reason.,Fraud
CMP02457,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP02458,Unauthorized withdrawals from my savings account.,Account Issue
CMP02459,I was charged twice for the same transaction.,Account Issue
CMP02460,I was charged twice for the same transaction.,Technical Issue
CMP02461,Unauthorized withdrawals from my savings account.,Fraud
CMP02462,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP02463,My credit card application was rejected without any reason.,Billing Error
CMP02464,Haven't received my refund after 30 days of waiting.,Billing Error
CMP02465,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP02466,I was charged twice for the same transaction.,Technical Issue
CMP02467,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP02468,My credit card application was rejected without any reason.,Fraud
CMP02469,Unauthorized withdrawals from my savings account.,Loan Issue
CMP02470,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP02471,Loan approval is delayed despite submitting all required documents.,Account Issue
CMP02472,The interest rate applied to my loan is incorrect.,Billing Error
CMP02473,My credit card application was rejected without any reason.,Loan Issue
CMP02474,The system keeps showing an error when I try to make a payment.,Fraud
CMP02475,The interest rate applied to my loan is incorrect.,Loan Issue
CMP02476,I was charged twice for the same transaction.,Loan Issue
CMP02477,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP02478,Haven't received my refund after 30 days of waiting.,Account Issue
CMP02479,Haven't received my refund after 30 days of waiting.,Technical Issue
CMP02480,The system keeps showing an error when I try to make a payment.,Account Issue
